"Notes"	"Census Region"	"Census Region Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2017"	"2017"	"Female"	"F"	73	4703784	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2017"	"2017"	"Male"	"M"	74	4479472	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2018"	"2018"	"Female"	"F"	152	4716074	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2018"	"2018"	"Male"	"M"	156	4487408	3.5
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2019"	"2019"	"Female"	"F"	108	4706445	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2019"	"2019"	"Male"	"M"	106	4482179	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2020 "	"2020"	"Female"	"F"	110	4665011	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"55-64 years"	"55-64"	"2020 "	"2020"	"Male"	"M"	117	4442026	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2011"	"2011"	"Female"	"F"	26	2582041	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2011"	"2011"	"Male"	"M"	18	2267732	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2012"	"2012"	"Female"	"F"	17	2733210	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2012"	"2012"	"Male"	"M"	13	2414983	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2013"	"2013"	"Female"	"F"	53	2851717	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2013"	"2013"	"Male"	"M"	56	2533520	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2014"	"2014"	"Female"	"F"	76	2968707	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2014"	"2014"	"Male"	"M"	64	2642877	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2015"	"2015"	"Female"	"F"	89	3083526	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2015"	"2015"	"Male"	"M"	70	2754329	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2016"	"2016"	"Female"	"F"	54	3196592	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2016"	"2016"	"Male"	"M"	58	2859763	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2017"	"2017"	"Female"	"F"	110	3320772	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2017"	"2017"	"Male"	"M"	111	2976343	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2018"	"2018"	"Female"	"F"	228	3411237	6.7
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2018"	"2018"	"Male"	"M"	202	3061583	6.6
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2019"	"2019"	"Female"	"F"	112	3528048	3.2
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2019"	"2019"	"Male"	"M"	115	3165988	3.6
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2020 "	"2020"	"Female"	"F"	134	3656875	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"65-74 years"	"65-74"	"2020 "	"2020"	"Male"	"M"	145	3279287	4.4
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2011"	"2011"	"Female"	"F"	30	1728057	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2011"	"2011"	"Male"	"M"	24	1248832	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2012"	"2012"	"Female"	"F"	35	1719627	2.0
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2012"	"2012"	"Male"	"M"	37	1253559	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2013"	"2013"	"Female"	"F"	111	1718433	6.5
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2013"	"2013"	"Male"	"M"	105	1267656	8.3
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2014"	"2014"	"Female"	"F"	118	1725842	6.8
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2014"	"2014"	"Male"	"M"	113	1285816	8.8
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2015"	"2015"	"Female"	"F"	167	1731184	9.6
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2015"	"2015"	"Male"	"M"	150	1301242	11.5
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2016"	"2016"	"Female"	"F"	59	1748764	3.4
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2016"	"2016"	"Male"	"M"	39	1323193	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2017"	"2017"	"Female"	"F"	208	1791882	11.6
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2017"	"2017"	"Male"	"M"	197	1366979	14.4
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2018"	"2018"	"Female"	"F"	344	1858380	18.5
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2018"	"2018"	"Male"	"M"	294	1429372	20.6
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2019"	"2019"	"Female"	"F"	129	1906942	6.8
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2019"	"2019"	"Male"	"M"	141	1472891	9.6
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2020 "	"2020"	"Female"	"F"	174	1938863	9.0
	"Census Region 2: Midwest"	"CENS-R2"	"75-84 years"	"75-84"	"2020 "	"2020"	"Male"	"M"	144	1505830	9.6
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2011"	"2011"	"Female"	"F"	94	927916	10.1
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2011"	"2011"	"Male"	"M"	42	438942	9.6
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2012"	"2012"	"Female"	"F"	125	939550	13.3
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2012"	"2012"	"Male"	"M"	67	452717	14.8
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2013"	"2013"	"Female"	"F"	363	951242	38.2
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2013"	"2013"	"Male"	"M"	213	468745	45.4
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2014"	"2014"	"Female"	"F"	280	957613	29.2
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2014"	"2014"	"Male"	"M"	152	479586	31.7
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2015"	"2015"	"Female"	"F"	552	963282	57.3
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2015"	"2015"	"Male"	"M"	277	488862	56.7
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2016"	"2016"	"Female"	"F"	83	963981	8.6
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2016"	"2016"	"Male"	"M"	49	494341	9.9
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2017"	"2017"	"Female"	"F"	565	969378	58.3
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2017"	"2017"	"Male"	"M"	303	502890	60.3
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2018"	"2018"	"Female"	"F"	850	969508	87.7
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2018"	"2018"	"Male"	"M"	504	507995	99.2
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2019"	"2019"	"Female"	"F"	240	964317	24.9
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2019"	"2019"	"Male"	"M"	133	514787	25.8
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2020 "	"2020"	"Female"	"F"	227	957484	23.7
	"Census Region 2: Midwest"	"CENS-R2"	"85+ years"	"85+"	"2020 "	"2020"	"Male"	"M"	125	516956	24.2
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2011"	"2011"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2011"	"2011"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2012"	"2012"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2012"	"2012"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2013"	"2013"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2013"	"2013"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2014"	"2014"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2014"	"2014"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2015"	"2015"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2015"	"2015"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2016"	"2016"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2016"	"2016"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2017"	"2017"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2017"	"2017"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2018"	"2018"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2018"	"2018"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2019"	"2019"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2019"	"2019"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2020 "	"2020"	"Female"	"F"	Suppressed	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Not Stated"	"NS"	"2020 "	"2020"	"Male"	"M"	Suppressed	Not Applicable	Not Applicable
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2011"	"2011"	"Female"	"F"	Suppressed	748106	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2011"	"2011"	"Male"	"M"	Suppressed	783201	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2012"	"2012"	"Female"	"F"	Suppressed	736808	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2012"	"2012"	"Male"	"M"	Suppressed	770929	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2013"	"2013"	"Female"	"F"	Suppressed	735830	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2013"	"2013"	"Male"	"M"	Suppressed	770468	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2014"	"2014"	"Female"	"F"	Suppressed	738185	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2014"	"2014"	"Male"	"M"	Suppressed	770645	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2015"	"2015"	"Female"	"F"	Suppressed	748890	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2015"	"2015"	"Male"	"M"	Suppressed	783450	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2016"	"2016"	"Female"	"F"	Suppressed	752340	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2016"	"2016"	"Male"	"M"	Suppressed	786050	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2017"	"2017"	"Female"	"F"	Suppressed	749018	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2017"	"2017"	"Male"	"M"	Suppressed	783777	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2018"	"2018"	"Female"	"F"	Suppressed	730438	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2018"	"2018"	"Male"	"M"	Suppressed	764348	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2019"	"2019"	"Female"	"F"	Suppressed	721017	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2019"	"2019"	"Male"	"M"	Suppressed	754276	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2020 "	"2020"	"Female"	"F"	Suppressed	717854	Suppressed
	"Census Region 3: South"	"CENS-R3"	"< 1 year"	"1"	"2020 "	"2020"	"Male"	"M"	Suppressed	748811	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2011"	"2011"	"Female"	"F"	Suppressed	3021434	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2011"	"2011"	"Male"	"M"	Suppressed	3148185	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2012"	"2012"	"Female"	"F"	Suppressed	3004590	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2012"	"2012"	"Male"	"M"	Suppressed	3128755	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2013"	"2013"	"Female"	"F"	Suppressed	2987266	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2013"	"2013"	"Male"	"M"	Suppressed	3113191	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2014"	"2014"	"Female"	"F"	Suppressed	2991670	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2014"	"2014"	"Male"	"M"	10	3118315	Unreliable
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2015"	"2015"	"Female"	"F"	Suppressed	2999794	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2015"	"2015"	"Male"	"M"	Suppressed	3129065	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2016"	"2016"	"Female"	"F"	Suppressed	3023249	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2016"	"2016"	"Male"	"M"	Suppressed	3153313	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2017"	"2017"	"Female"	"F"	Suppressed	3038561	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2017"	"2017"	"Male"	"M"	11	3172084	Unreliable
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2018"	"2018"	"Female"	"F"	10	3044116	Unreliable
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2018"	"2018"	"Male"	"M"	Suppressed	3177910	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2019"	"2019"	"Female"	"F"	Suppressed	3024911	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2019"	"2019"	"Male"	"M"	10	3154271	Unreliable
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2020 "	"2020"	"Female"	"F"	Suppressed	2997930	Suppressed
	"Census Region 3: South"	"CENS-R3"	"1-4 years"	"1-4"	"2020 "	"2020"	"Male"	"M"	14	3124017	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2011"	"2011"	"Female"	"F"	Suppressed	7574943	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2011"	"2011"	"Male"	"M"	Suppressed	7908068	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2012"	"2012"	"Female"	"F"	10	7635850	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2012"	"2012"	"Male"	"M"	Suppressed	7968410	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2013"	"2013"	"Female"	"F"	10	7683992	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2013"	"2013"	"Male"	"M"	12	8011340	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2014"	"2014"	"Female"	"F"	15	7722785	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2014"	"2014"	"Male"	"M"	15	8034958	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2015"	"2015"	"Female"	"F"	Suppressed	7743842	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2015"	"2015"	"Male"	"M"	Suppressed	8051222	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2016"	"2016"	"Female"	"F"	Suppressed	7761431	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2016"	"2016"	"Male"	"M"	Suppressed	8063057	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2017"	"2017"	"Female"	"F"	18	7794290	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2017"	"2017"	"Male"	"M"	Suppressed	8106072	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2018"	"2018"	"Female"	"F"	22	7824199	0.3
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2018"	"2018"	"Male"	"M"	Suppressed	8142029	Suppressed
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2019"	"2019"	"Female"	"F"	18	7835981	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2019"	"2019"	"Male"	"M"	12	8162564	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2020 "	"2020"	"Female"	"F"	15	7876260	Unreliable
	"Census Region 3: South"	"CENS-R3"	"5-14 years"	"5-14"	"2020 "	"2020"	"Male"	"M"	11	8200539	Unreliable
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2011"	"2011"	"Female"	"F"	Suppressed	7928427	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2011"	"2011"	"Male"	"M"	Suppressed	8284209	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2012"	"2012"	"Female"	"F"	Suppressed	7975286	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2012"	"2012"	"Male"	"M"	Suppressed	8354700	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2013"	"2013"	"Female"	"F"	Suppressed	7990627	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2013"	"2013"	"Male"	"M"	Suppressed	8397182	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2014"	"2014"	"Female"	"F"	Suppressed	8023500	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2014"	"2014"	"Male"	"M"	15	8426402	Unreliable
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2015"	"2015"	"Female"	"F"	Suppressed	8026000	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2015"	"2015"	"Male"	"M"	Suppressed	8439772	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2016"	"2016"	"Female"	"F"	Suppressed	7991119	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2016"	"2016"	"Male"	"M"	Suppressed	8383522	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2017"	"2017"	"Female"	"F"	11	7976040	Unreliable
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2017"	"2017"	"Male"	"M"	Suppressed	8379568	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2018"	"2018"	"Female"	"F"	Suppressed	7988824	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2018"	"2018"	"Male"	"M"	14	8365060	Unreliable
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2019"	"2019"	"Female"	"F"	Suppressed	7983030	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2019"	"2019"	"Male"	"M"	Suppressed	8337625	Suppressed
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2020 "	"2020"	"Female"	"F"	19	8023288	Unreliable
	"Census Region 3: South"	"CENS-R3"	"15-24 years"	"15-24"	"2020 "	"2020"	"Male"	"M"	13	8362251	Unreliable
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2011"	"2011"	"Female"	"F"	21	7785399	0.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2011"	"2011"	"Male"	"M"	17	7795102	Unreliable
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2012"	"2012"	"Female"	"F"	Suppressed	7882925	Suppressed
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2012"	"2012"	"Male"	"M"	Suppressed	7922042	Suppressed
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2013"	"2013"	"Female"	"F"	24	7975765	0.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2013"	"2013"	"Male"	"M"	23	8024657	0.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2014"	"2014"	"Female"	"F"	38	8129807	0.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2014"	"2014"	"Male"	"M"	40	8160153	0.5
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2015"	"2015"	"Female"	"F"	10	8269458	Unreliable
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2015"	"2015"	"Male"	"M"	Suppressed	8297961	Suppressed
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2016"	"2016"	"Female"	"F"	17	8384530	Unreliable
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2016"	"2016"	"Male"	"M"	12	8424388	Unreliable
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2017"	"2017"	"Female"	"F"	Suppressed	8497659	Suppressed
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2017"	"2017"	"Male"	"M"	12	8578912	Unreliable
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2018"	"2018"	"Female"	"F"	21	8574183	0.2
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2018"	"2018"	"Male"	"M"	35	8685122	0.4
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2019"	"2019"	"Female"	"F"	27	8621447	0.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2019"	"2019"	"Male"	"M"	28	8750877	0.3
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2020 "	"2020"	"Female"	"F"	34	8670778	0.4
	"Census Region 3: South"	"CENS-R3"	"25-34 years"	"25-34"	"2020 "	"2020"	"Male"	"M"	33	8816014	0.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2011"	"2011"	"Female"	"F"	18	7714407	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2011"	"2011"	"Male"	"M"	16	7554441	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2012"	"2012"	"Female"	"F"	Suppressed	7724969	Suppressed
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2012"	"2012"	"Male"	"M"	Suppressed	7564198	Suppressed
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2013"	"2013"	"Female"	"F"	38	7746174	0.5
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2013"	"2013"	"Male"	"M"	47	7575908	0.6
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2014"	"2014"	"Female"	"F"	82	7791951	1.1
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2014"	"2014"	"Male"	"M"	72	7601831	0.9
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2015"	"2015"	"Female"	"F"	12	7836696	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2015"	"2015"	"Male"	"M"	15	7640436	Unreliable
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2016"	"2016"	"Female"	"F"	23	7837159	0.3
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2016"	"2016"	"Male"	"M"	34	7647807	0.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2017"	"2017"	"Female"	"F"	20	7918616	0.3
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2017"	"2017"	"Male"	"M"	30	7729247	0.4
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2018"	"2018"	"Female"	"F"	64	8011163	0.8
	"Census Region 3: South"	"CENS-R3"	"35-44 years"	"35-44"	"2018"	"2018"	"Male"	"M"	64	7823811	0.8
